Entrez ID;Gene Symbol;Regulation ([hypo] vs [co]);GO Accession;Ensembl ID;Gene ID;FC ([hypo] vs [co]);Log FC ([hypo] vs [co]);FC (abs) ([hypo] vs [co]);[co](raw);[hypo](raw);[co](normalized);[hypo](normalized);Aliases;Gene Type
14800;Gria2;down;GO:0001919|GO:0004872|GO:0004970|GO:0004971|GO:0005216|GO:0005234|GO:0005515|GO:0005624|GO:0005783|GO:0005886|GO:0006810|GO:0006811|GO:0007165|GO:0007268|GO:0014069|GO:0016020|GO:0016021|GO:0019901|GO:0030054|GO:0030165|GO:0030425|GO:0030426|GO:0030666|GO:0030672|GO:0031623|GO:0032279|GO:0032281|GO:0032839|GO:0034220|GO:0042734|GO:0043025|GO:0043195|GO:0043197|GO:0043198|GO:0043204|GO:0043234|GO:0045184|GO:0045202|GO:0045211|GO:0050806|GO:0051966;ENSMUSG00000033981;14800;-3.3878205;-1.7603574;3.3878205;50.033337;11;0.9243887;-0.83596873;GluA2|GluR-B|Glur-2|Glur2;protein-coding
14658;Glrb;down;GO:0001964|GO:0004872|GO:0005216|GO:0005488|GO:0005624|GO:0005783|GO:0006810|GO:0006811|GO:0007165|GO:0007218|GO:0007268|GO:0007340|GO:0007399|GO:0007601|GO:0007628|GO:0009897|GO:0016020|GO:0016021|GO:0016594|GO:0016933|GO:0016934|GO:0034220|GO:0042391|GO:0050905|GO:0051291|GO:0060012|GO:0060013;ENSMUSG00000028020;14658;-1.530975;-0.61445075;1.530975;614.94;290.32663;0.23846753;-0.37598324;AI853901|Glyrb|spa|spastic;protein-coding
229445;Ctso;down;GO:0003674|GO:0004197|GO:0005575|GO:0005764|GO:0006508|GO:0008150|GO:0008233|GO:0008234|GO:0016787;ENSMUSG00000028015;229445;-1.5895547;-0.6686226;1.5895547;1799.3531;809.5334;0.2538643;-0.41475835;A330105D01Rik|A430056C07|AI118514;protein-coding
56720;Tdo2;down;GO:0004833|GO:0005506|GO:0005625|GO:0005829|GO:0006568|GO:0006569|GO:0016491|GO:0016597|GO:0016702|GO:0019441|GO:0019442|GO:0019825|GO:0020037|GO:0046872|GO:0055114;ENSMUSG00000028011;56720;-1.81357;-0.8588325;1.81357;80.119995;31.093332;0.593585;-0.2652475;AA407491|TDO|TO;protein-coding
18167;Npy2r;up;GO:0001601|GO:0001662|GO:0002793|GO:0003151|GO:0003214|GO:0004871|GO:0004872|GO:0004930|GO:0004983|GO:0005624|GO:0005886|GO:0005887|GO:0007165|GO:0007186|GO:0007204|GO:0007218|GO:0007263|GO:0016021|GO:0030818|GO:0031645|GO:0033603|GO:0042755|GO:0045785|GO:0045987|GO:0046010|GO:0046903|GO:0050805|GO:0051048|GO:0051930|GO:0051967;ENSMUSG00000028004;18167;2.214068;1.1466995;2.214068;27.666666;31;-0.83195734;0.31474224;MGC124241|MGC124242|MGC124244;protein-coding
20319;Sfrp2;down;GO:0001569|GO:0001756|GO:0001843|GO:0002063|GO:0003151|GO:0003214|GO:0005515|GO:0005576|GO:0005615|GO:0005737|GO:0005886|GO:0006915|GO:0007165|GO:0007275|GO:0007420|GO:0008219|GO:0008284|GO:0008285|GO:0008584|GO:0009952|GO:0010577|GO:0010629|GO:0010667|GO:0010719|GO:0010950|GO:0016055|GO:0017147|GO:0021915|GO:0030111|GO:0030154|GO:0030165|GO:0030178|GO:0030199|GO:0030307|GO:0030308|GO:0030336|GO:0030514|GO:0031668|GO:0033138|GO:0035121|GO:0035413|GO:0042127|GO:0042493|GO:0042662|GO:0042733|GO:0042813|GO:0042981|GO:0043065|GO:0043066|GO:0043154|GO:0043508|GO:0045600|GO:0045669|GO:0045766|GO:0045768|GO:0045892|GO:0045944|GO:0046546|GO:0048018|GO:0048546|GO:0050680|GO:0050732|GO:0051216|GO:0060028|GO:0060349|GO:0061054|GO:0061133|GO:0071425|GO:0071481|GO:0090090|GO:0090175|GO:0090179|GO:0090244|GO:0090263|GO:2000035|GO:2000041|GO:2000273;ENSMUSG00000027996;20319;-2.2015295;-1.1385062;2.2015295;4273.547;1311.1666;0.3861246;-0.7523816;AI851596|Sdf5;protein-coding
229474;Fhdc1;up;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000041842;229474;1.5522825;0.6343911;1.5522825;1107.1134;1181.4266;0.00597922;0.64037037;6330505N24Rik|Gm126;protein-coding
23937;Mab21l2;up;GO:0005634|GO:0007275|GO:0008284|GO:0010172|GO:0043010;ENSMUSG00000057777;23937;1.5940958;0.6727384;1.5940958;862.1066;1002.7067;-0.34057775;0.33216062;;protein-coding
12480;Cd1d2;down;GO:0001916|GO:0005764|GO:0005768|GO:0005886|GO:0006955|GO:0009897|GO:0016020|GO:0016021|GO:0019882|GO:0045086|GO:0045087|GO:0045404|GO:0051135;ENSMUSG00000041750;12480;-1.5959439;-0.67441;1.5959439;183.60667;82.72;0.27009693;-0.4043131;CD1.2|Cd1b|Ly-38;protein-coding
18770;Pklr;up;GO:0004743|GO:0005625|GO:0005829|GO:0005975|GO:0006096|GO:0006754|GO:0009408|GO:0010226|GO:0016301|GO:0016310|GO:0016740|GO:0032869|GO:0033198|GO:0042866|GO:0051591|GO:0051707;ENSMUSG00000041237;18770;5.0371895;2.332619;5.0371895;2745.3164;8757.483;-0.75381917;1.5787998;Pk-1|Pk1|R-PK;protein-coding
15168;Hcn3;up;GO:0000166|GO:0005216|GO:0005244|GO:0005249|GO:0005267|GO:0005272|GO:0005515|GO:0006810|GO:0006811|GO:0006813|GO:0006814|GO:0016020|GO:0016021|GO:0030552|GO:0034765|GO:0035725|GO:0055085|GO:0071805;ENSMUSG00000028051;15168;1.713817;0.7772131;1.713817;112.27999;143.17334;-0.27926302;0.49795008;BCNG-4|Bcng4|Hac3|Hcn4;protein-coding
17829;Muc1;down;GO:0005634|GO:0005737|GO:0005886|GO:0009986|GO:0016020|GO:0016021|GO:0016324;ENSMUSG00000042784;17829;-1.5338598;-0.6171667;1.5338598;34.106667;15.826667;0.096536316;-0.52063036;CD227|EMA|Muc-1;protein-coding
11444;Chrnb2;up;GO:0001508|GO:0001661|GO:0001666|GO:0004872|GO:0004889|GO:0005216|GO:0005515|GO:0005886|GO:0005892|GO:0006810|GO:0006811|GO:0006812|GO:0006816|GO:0006939|GO:0007165|GO:0007271|GO:0007601|GO:0007605|GO:0007612|GO:0007613|GO:0007626|GO:0008306|GO:0008542|GO:0009897|GO:0014059|GO:0015464|GO:0016020|GO:0016021|GO:0019233|GO:0021562|GO:0021631|GO:0021771|GO:0021952|GO:0021955|GO:0030054|GO:0030890|GO:0032225|GO:0032226|GO:0033603|GO:0034220|GO:0035094|GO:0035095|GO:0035176|GO:0042053|GO:0042113|GO:0042166|GO:0042220|GO:0042320|GO:0042391|GO:0045188|GO:0045202|GO:0045211|GO:0045471|GO:0045759|GO:0048814|GO:0050877|GO:0050890|GO:0051899|GO:0051963|GO:0060084;ENSMUSG00000027950;11444;1.7377331;0.7972065;1.7377331;61.64089;77.76667;-0.26587453;0.531332;Acrb-2|Acrb2|C030030P04Rik|[b]2-nAchR;protein-coding
20193;S100a1;down;GO:0000122|GO:0005509|GO:0005515|GO:0005634|GO:0005737|GO:0016529|GO:0042802|GO:0042803|GO:0046872|GO:0048154|GO:0048155|GO:0051117;ENSMUSG00000044080;20193;-1.9529957;-0.9656887;1.9529957;3266.1465;1203.7003;0.3753252;-0.5903635;AI266795|S100|S100a;protein-coding
20196;S100a13;down;GO:0005507|GO:0005509|GO:0005576|GO:0005615|GO:0005634|GO:0005737|GO:0005829|GO:0006810|GO:0008270|GO:0008284|GO:0008289|GO:0008360|GO:0015031|GO:0042803|GO:0043123|GO:0046872|GO:0048471|GO:0048602|GO:0050663|GO:0050703|GO:0050786;ENSMUSG00000042312;20196;-1.5127258;-0.5971505;1.5127258;1857.1602;885.78;0.3840828;-0.2130677;;protein-coding
16939;Lor;up;GO:0001533|GO:0005198|GO:0005200|GO:0009898|GO:0018149|GO:0030216|GO:0030280|GO:0030674|GO:0031424|GO:0044444;ENSMUSG00000043165;16939;1.7852886;0.8361573;1.7852886;53.32667;66.426674;-0.66931516;0.16684215;AI036317|S77319;protein-coding
20755;Sprr2a1;down;GO:0005200|GO:0005488|GO:0005737|GO:0008360|GO:0032355;ENSMUSG00000078664;20755;-2.184368;-1.1272159;2.184368;14.166667;5.5;0.1612541;-0.96596175;MGC117544|Sprr2a;protein-coding
100303744;Sprr2a2;down;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000068893;100303744;-2.4601395;-1.2987401;2.4601395;13.5;4.8333335;0.18197282;-1.1167673;MGC19134;protein-coding
19885;Rorc;down;GO:0003677|GO:0003700|GO:0003707|GO:0004872|GO:0004879|GO:0005634|GO:0006351|GO:0006355|GO:0006468|GO:0007275|GO:0008270|GO:0030154|GO:0033077|GO:0043401|GO:0043565|GO:0046632|GO:0046872|GO:0048535|GO:0048537;ENSMUSG00000028150;19885;-1.9844997;-0.9887754;1.9844997;107.86666;40.039997;0.3972117;-0.5915637;Nr1f3|RORgamma|TOR|Thor;protein-coding
78784;Celf3;up;GO:0000166|GO:0000381|GO:0003676|GO:0003723|GO:0005634|GO:0005737|GO:0006397|GO:0007283|GO:0008380|GO:0030317;ENSMUSG00000028137;78784;1.5428284;0.6255776;1.5428284;33.460003;37.146667;-0.55664635;0.06893126;4930415M08Rik|BRUNOL1|CAGH4|ERDA4|Tnrc4;protein-coding
22156;Tuft1;up;GO:0005515|GO:0005576|GO:0005737|GO:0031214;ENSMUSG00000005968;22156;1.5797956;0.6597379;1.5797956;2014.3866;2234.5342;0.06531016;0.72504807;;protein-coding
13038;Ctsk;down;GO:0004197|GO:0005615|GO:0005737|GO:0005764|GO:0006508|GO:0008233|GO:0008234|GO:0016787|GO:0045453;ENSMUSG00000028111;13038;-1.6063013;-0.6837425;1.6063013;1297.9532;585.4067;0.38031897;-0.30342355;AI323530|MMS10-Q|Ms10q|catK;protein-coding
56338;Txnip;down;GO:0000122|GO:0004857|GO:0005515|GO:0005634|GO:0005737|GO:0005758|GO:0006351|GO:0006355|GO:0006606|GO:0006979|GO:0007049|GO:0030216|GO:0031625|GO:0042127|GO:0043065|GO:0048008;ENSMUSG00000038393;56338;-1.6561756;-0.7278557;1.6561756;21042.379;9030.836;0.33432135;-0.39353433;1200008J08Rik|AA682105|Hyplip1|THIF|Tbp-2|VDUP1;protein-coding
213121;Ankrd35;down;GO:0003674|GO:0005575|GO:0008150;ENSMUSG00000038354;213121;-1.596877;-0.6752532;1.596877;28.333334;14.053333;0.1309007;-0.54435253;4732436F15Rik;protein-coding
14613;Gja5;down;GO:0001501|GO:0001568|GO:0005243|GO:0005886|GO:0005921|GO:0005922|GO:0007154|GO:0007267|GO:0016020|GO:0016021|GO:0030054|GO:0030326|GO:0035050|GO:0055085;ENSMUSG00000057123;14613;-1.5359901;-0.61916894;1.5359901;23245.662;10821.944;0.23578294;-0.383386;5730555N10Rik|Cnx40|Cx40|Gja-5;protein-coding
15493;Hsd3b2;up;GO:0016491|GO:0055114;ENSMUSG00000063730;15493;1.5796211;0.65957856;1.5796211;264.8677;236.0157;0.49697146;1.15655;;protein-coding
15492;Hsd3b1;up;GO:0003824|GO:0003854|GO:0004769|GO:0005488|GO:0005739|GO:0005783|GO:0005789|GO:0006694|GO:0008152|GO:0008202|GO:0016020|GO:0016021|GO:0016491|GO:0016853|GO:0055114;ENSMUSG00000027871;15492;1.6883575;0.75562036;1.6883575;392.05038;425.54013;0.34607363;1.101694;D3Ertd383e;protein-coding
56185;Hao2;up;GO:0003824|GO:0003973|GO:0005739|GO:0005777|GO:0006631|GO:0008152|GO:0010181|GO:0016491|GO:0018924|GO:0051260|GO:0055114;ENSMUSG00000027870;56185;2.1503487;1.1045706;2.1503487;34.61333;50.446667;-0.36760664;0.7369639;AI325478|Hao-2|Hao3|Haox3;protein-coding
21384;Tbx15;down;GO:0003677|GO:0005634|GO:0006351|GO:0006355|GO:0048701|GO:0048704;ENSMUSG00000027868;21384;-2.6077855;-1.3828251;2.6077855;40;12;0.8837754;-0.49904966;Tbx14|Tbx8|de;protein-coding
242122;Vtcn1;down;GO:0005102|GO:0005575|GO:0005886|GO:0016020|GO:0031225|GO:0050868;ENSMUSG00000051076;242122;-1.5456339;-0.6281987;1.5456339;25.086668;11.333333;0.7597246;0.13152592;B7h4|B7s1|B7x|BC032925|MGC41287;protein-coding
12373;Casq2;down;GO:0005509|GO:0006937|GO:0016529;ENSMUSG00000027861;12373;-1.5286317;-0.6122408;1.5286317;7177.8613;3390.179;0.27358627;-0.33865452;AA033488|AW146219|ESTM52|MGC115896;protein-coding
381463;Nr1h5;down;GO:0003674|GO:0003677|GO:0004872|GO:0005575|GO:0005634|GO:0006351|GO:0006355|GO:0008150|GO:0046872;ENSMUSG00000048938;381463;-2.3304038;-1.22058;2.3304038;27.6;8.826667;0.80756783;-0.41301212;Fxrb|MGC141184;protein-coding
19260;Ptpn22;down;GO:0004721|GO:0004725|GO:0005634|GO:0005737|GO:0006470|GO:0009898|GO:0016311|GO:0016787|GO:0016791|GO:0017124|GO:0019900|GO:0030217|GO:0032817|GO:0035335|GO:0035644|GO:0048471|GO:0050852|GO:0050860|GO:0050868;ENSMUSG00000027843;19260;-2.8585901;-1.5153037;2.8585901;85.666664;23.92;0.4179678;-1.0973359;70zpep|PEP|Ptpn8;protein-coding
11542;Adora3;down;GO:0001609|GO:0001973|GO:0002553|GO:0002687|GO:0004871|GO:0004872|GO:0004930|GO:0005886|GO:0005887|GO:0007165|GO:0007186|GO:0014061|GO:0014068|GO:0016021|GO:0042734|GO:0043306|GO:0050729|GO:0050850|GO:0070257;ENSMUSG00000000562|ENSMUSG00000074344;11542;-1.6565528;-0.7281842;1.6565528;21.42;9.166667;0.2805109;-0.44767332;1700001D09Rik|4930578J19Rik|A3AR|A3R|AA3R|ARA3|Gpcr2|MGC118217;protein-coding
433638;I830077J02Rik;down;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;ENSMUSG00000074342;433638;-1.6355538;-0.70977926;1.6355538;247.09999;111.206665;0.4665769;-0.24320237;;protein-coding
12508;Cd53;down;GO:0009986|GO:0016020|GO:0016021;ENSMUSG00000040747;12508;-1.5084957;-0.59311056;1.5084957;251.62666;121;0.28605556;-0.307055;AI323659|Ox-44|Tspan25;protein-coding
229706;Slc6a17;down;GO:0003674|GO:0005328|GO:0005575|GO:0005887|GO:0006810|GO:0006836|GO:0008150|GO:0015293|GO:0016020|GO:0016021|GO:0030054|GO:0031410|GO:0045202|GO:0055085|GO:0071436;ENSMUSG00000027894;229706;-1.5477971;-0.6302163;1.5477971;1873.0065;886.13544;0.23578675;-0.39442953;AW490886|D130012J15Rik|Ntt4;protein-coding
11694;Alx3;up;GO:0003677|GO:0003700|GO:0005634|GO:0006351|GO:0006355|GO:0007275|GO:0007389|GO:0035115|GO:0035116|GO:0042981|GO:0043565|GO:0048704;ENSMUSG00000014603;11694;2.1895046;1.1306045;2.1895046;55.933334;80.81333;-1.69E-04;1.1304353;;protein-coding
14864;Gstm3;down;GO:0004364|GO:0005737|GO:0006749|GO:0008152|GO:0016740|GO:0042802;ENSMUSG00000004038;14864;-1.6417392;-0.71522504;1.6417392;81.36331;36.61111;0.35413137;-0.36109367;AI042769|Fsc2|mGSTM5;protein-coding
14686;Gnat2;up;GO:0000166|GO:0001580|GO:0001664|GO:0001750|GO:0001917|GO:0003924|GO:0004871|GO:0005525|GO:0005624|GO:0005834|GO:0005886|GO:0007165|GO:0007186|GO:0007188|GO:0007199|GO:0007204|GO:0007601|GO:0007602|GO:0009586|GO:0009642|GO:0019001|GO:0031234|GO:0031683|GO:0046549|GO:0050896|GO:0050908;ENSMUSG00000009108;14686;1.6626527;0.73348683;1.6626527;74.799995;88.466675;-0.22367685;0.50981;AW490837|Gnat-2|Gt-2|Tcalpha;protein-coding
11722;Amy1;down;GO:0003824|GO:0004556|GO:0005576|GO:0005615|GO:0005975|GO:0008152|GO:0016160|GO:0016787|GO:0016798|GO:0043169|GO:0046872;ENSMUSG00000074264;11722;-3.0101068;-1.5898147;3.0101068;43.666668;13;0.60269564;-0.987119;Amy-1|Amy1a|C030014B17Rik;protein-coding
114301;Palmd;down;GO:0005737|GO:0008360|GO:0016020;ENSMUSG00000033377;114301;-1.5967479;-0.67513657;1.5967479;1831.0073;825.09326;0.24695747;-0.42817912;4631423C22Rik|PALML;protein-coding
99586;Dpyd;down;GO:0002058|GO:0003824|GO:0004152|GO:0004158|GO:0005625|GO:0005737|GO:0005829|GO:0006145|GO:0006207|GO:0006208|GO:0006210|GO:0006212|GO:0006214|GO:0006222|GO:0007584|GO:0007623|GO:0008152|GO:0009055|GO:0016491|GO:0017113|GO:0019860|GO:0042493|GO:0042803|GO:0046872|GO:0050661|GO:0051536|GO:0051539|GO:0055114;ENSMUSG00000033308;99586;-1.534739;-0.61799335;1.534739;156.08667;73.653336;0.13486528;-0.48312807;AI315208|DPD|E330028L06Rik|MGC37940;protein-coding
99887;Tmem56;up;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;ENSMUSG00000028132;99887;1.7999982;0.8479954;1.7999982;5027.629;6291.025;-0.3493042;0.49869123;4930577M16Rik|AU018104|AW109744|C730036B01Rik;protein-coding
14630;Gclm;up;GO:0004357|GO:0005625|GO:0006534|GO:0006536|GO:0006749|GO:0006750|GO:0006979|GO:0017109|GO:0035226|GO:0035229|GO:0042493|GO:0043066|GO:0043524|GO:0046982|GO:0050880|GO:0051409|GO:0051900;ENSMUSG00000028124;14630;1.8585565;0.89418256;1.8585565;6674.636;8563.4;-0.05001418;0.84416837;AI649393|Glclr;protein-coding
59006;Myoz2;down;GO:0005737|GO:0015629|GO:0030018;ENSMUSG00000028116;59006;-1.7987422;-0.8469884;1.7987422;7770.512;3089.5322;0.2828312;-0.5641572;1110012I24Rik|Fatz-2|Myozl2;protein-coding
83398;Ndst3;down;GO:0003824|GO:0005794|GO:0008146|GO:0008152|GO:0015016|GO:0016020|GO:0016021|GO:0016740|GO:0016787;ENSMUSG00000027977;83398;-1.5160086;-0.60027796;1.5160086;59.24;31.953333;0.07981523;-0.52046275;4921531K01Rik|4930511P15Rik|MGC90637;protein-coding
64580;Ndst4;down;;ENSMUSG00000027971;64580;-1.9089582;-0.9327855;1.9089582;204.48665;76.833336;0.45427164;-0.47851387;4930439H17Rik;protein-coding
22239;Ugt8a;down;GO:0003851|GO:0008120|GO:0008152|GO:0008489|GO:0009247|GO:0016020|GO:0016021|GO:0016740|GO:0016757|GO:0016758|GO:0042552;ENSMUSG00000032854;22239;-1.6600734;-0.73124707;1.6600734;62.333332;28.76;0.33883572;-0.39241138;AI850488|AW455908|Cgt|Ugt8|mCerGT;protein-coding
271970;Arsj;down;GO:0003674|GO:0003824|GO:0005575|GO:0005576|GO:0008150|GO:0008152|GO:0008484|GO:0016787|GO:0046872;ENSMUSG00000046561;271970;-1.5767212;-0.6569276;1.5767212;110;50.333332;0.4658974;-0.19103019;9330196J05Rik|D830047F08;protein-coding
70617;5730508B09Rik;up;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;ENSMUSG00000050549;70617;1.8659307;0.89989537;1.8659307;1223.3799;1619.3867;-0.12286472;0.77703065;2700063A17Rik|C80506|MGC151168|MGC151170;protein-coding
69772;Bdh2;down;GO:0003858|GO:0005488|GO:0005737|GO:0006635|GO:0008152|GO:0016491|GO:0016628|GO:0019290|GO:0051287|GO:0055072|GO:0055114;ENSMUSG00000028167;69772;-1.5418007;-0.6246163;1.5418007;119.54666;56.333332;0.2176873;-0.40692902;1810026B04Rik|Dhrs6;protein-coding
67547;Slc39a8;up;GO:0006810|GO:0006811|GO:0006829|GO:0016020|GO:0016021|GO:0030001|GO:0031090|GO:0034220|GO:0046873|GO:0055085;ENSMUSG00000053897;67547;2.0157795;1.0113379;2.0157795;13524.77;18772.21;-0.085904755;0.92543316;4933419D20Rik|AA986696|BIGM103|Zip8;protein-coding
242248;Bank1;down;GO:0005102|GO:0006874|GO:0019901|GO:0042113;ENSMUSG00000037922;242248;-3.416501;-1.7725196;3.416501;36;9;0.42000756;-1.352512;A530094C12Rik|AI451642|AVIEF|BANK;protein-coding
11522;Adh1;down;GO:0001523|GO:0004022|GO:0004745|GO:0005488|GO:0005622|GO:0005625|GO:0005737|GO:0005739|GO:0005829|GO:0006068|GO:0006069|GO:0008144|GO:0008270|GO:0016491|GO:0032526|GO:0033574|GO:0035276|GO:0042572|GO:0042573|GO:0042803|GO:0046186|GO:0046872|GO:0048149|GO:0048545|GO:0051287|GO:0055114;ENSMUSG00000074207;11522;-2.4337428;-1.2831767;2.4337428;56.326664;17.14;0.6172903;-0.66588634;ADH-AA|AI194826|Adh-1|Adh-1-t|Adh-1e|Adh-1t|Adh-3e|Adh1-e|Adh1-t|Adh1tl|Adh3-e;protein-coding
12167;Bmpr1b;down;GO:0000166|GO:0001501|GO:0001502|GO:0001550|GO:0001654|GO:0004672|GO:0004674|GO:0004675|GO:0004872|GO:0005024|GO:0005025|GO:0005524|GO:0005886|GO:0006468|GO:0006703|GO:0007165|GO:0007179|GO:0009953|GO:0016020|GO:0016021|GO:0016301|GO:0016310|GO:0016740|GO:0016772|GO:0030154|GO:0030425|GO:0030501|GO:0030509|GO:0031290|GO:0035108|GO:0042698|GO:0043010|GO:0043025|GO:0045597|GO:0045669|GO:0046332|GO:0046872|GO:0051216|GO:0060041;ENSMUSG00000052430;12167;-2.8624275;-1.5172391;2.8624275;444.50668;110.98;0.60255116;-0.91468793;AI385617|ALK-6|AV355320|Acvrlk6|Alk6|BMPR-1B|BMPR-IB|CFK-43a|SKR6;protein-coding
229898;Gbp5;down;GO:0006184|GO:0031410|GO:0071346;ENSMUSG00000040264;229898;-2.508517;-1.3268348;2.508517;20.84;7.3333335;0.22556202;-1.1012728;5330409J06Rik|Gbp5a;protein-coding
229900;Gbp6;down;GO:0020005|GO:0031410|GO:0042832|GO:0050830|GO:0051856|GO:0071346;ENSMUSG00000040253;229900;-2.6155798;-1.3871309;2.6155798;310.88666;88.04;0.6677154;-0.7194155;9830147J24Rik|Gbp7;protein-coding
55932;Gbp3;down;GO:0000166|GO:0003924|GO:0005525|GO:0005737|GO:0005829|GO:0020005|GO:0031410|GO:0035458|GO:0042832|GO:0050830|GO:0051856|GO:0071346;ENSMUSG00000028268;55932;-3.1991196;-1.6776749;3.1991196;147.58;32;0.8985899;-0.779085;AW228655|Gbp4;protein-coding
14469;Gbp2;down;GO:0000166|GO:0003924|GO:0005525|GO:0005886|GO:0016020|GO:0020005|GO:0031410|GO:0035458|GO:0042832|GO:0050830|GO:0051856|GO:0071222|GO:0071346;ENSMUSG00000028270;14469;-1.508784;-0.5933863;1.508784;129.12;61.693333;0.22005701;-0.3733293;;protein-coding
12722;Clca1;down;GO:0005229|GO:0005887|GO:0006821;ENSMUSG00000056025;12722;-1.540587;-0.62348014;1.540587;4128.5103;1912.5912;0.19225533;-0.43122482;Cacc;protein-coding
80797;Clca2;down;GO:0005229|GO:0005887|GO:0006821|GO:0006915;ENSMUSG00000028262;80797;-1.6017154;-0.6796179;1.6017154;343.027;153.72429;0.26561627;-0.4140016;;protein-coding
69219;Ddah1;up;GO:0000052|GO:0005737|GO:0005739|GO:0006525|GO:0006809|GO:0008152|GO:0008270|GO:0016403|GO:0016597|GO:0016787|GO:0016813|GO:0017014|GO:0045429|GO:0045766|GO:0046872;ENSMUSG00000028194;69219;1.7948669;0.84387684;1.7948669;6729.7866;8836.421;-0.4383993;0.40547752;2410006N07Rik|2510015N06Rik|AI987801|AW050362;protein-coding
68279;Mcoln2;down;GO:0005216|GO:0006810|GO:0006811|GO:0016020|GO:0016021|GO:0034220;ENSMUSG00000011008;68279;-2.063344;-1.0449843;2.063344;38.24;13.38;0.7410682;-0.30391622;3300002C04Rik|AI549968|C86638|TRPML2;protein-coding
65086;Lpar3;down;GO:0000187|GO:0001619|GO:0001965|GO:0004871|GO:0004872|GO:0004930|GO:0005543|GO:0005886|GO:0007165|GO:0007186|GO:0016020|GO:0016021|GO:0032060|GO:0043231|GO:0043410|GO:0051482|GO:0051928;ENSMUSG00000036832;65086;-1.6196508;-0.6956829;1.6196508;6115.72;2734.5066;0.26631102;-0.42937183;Edg7|lpA3;protein-coding
99167;Ssx2ip;up;GO:0005515|GO:0005913|GO:0007155|GO:0008150|GO:0019904|GO:0030054|GO:0043234;ENSMUSG00000036825;99167;1.8525755;0.8895324;1.8525755;6832.5063;9108.573;-0.16597112;0.7235613;AU014939|AU042321|Adip;protein-coding
170757;Eltd1;down;GO:0005886|GO:0016020|GO:0016021|GO:0046983;ENSMUSG00000039167;170757;-1.6290153;-0.7040002;1.6290153;1243.84;545.8133;0.21638234;-0.48761782;1110033N21Rik|ETL1|Etl;protein-coding
99899;Ifi44;down;GO:0003674|GO:0005737|GO:0008150;ENSMUSG00000028037;99899;-6.0489616;-2.5966876;6.0489616;70.85047;7.6666665;1.7708035;-0.82588404;A430056A10Rik|AW261460|MTAP44|p44;protein-coding
19220;Ptgfr;up;GO:0004871|GO:0004872|GO:0004930|GO:0004955|GO:0004958|GO:0005886|GO:0007165|GO:0007186|GO:0016020|GO:0016021;ENSMUSG00000028036;19220;1.5472271;0.62968504;1.5472271;222.40668;249.59363;-0.20760345;0.42208162;AI957154|PGF|fp;protein-coding
66772;Asb17;up;GO:0003674|GO:0005575|GO:0008150|GO:0035556;ENSMUSG00000038997;66772;2.2759538;1.1864712;2.2759538;179.83919;269;-0.15813144;1.0283397;4933436O18Rik;protein-coding
320840;Negr1;down;GO:0003674|GO:0005886|GO:0007155|GO:0008150|GO:0016020|GO:0030425|GO:0031225|GO:0043025;ENSMUSG00000040037;320840;-2.5649188;-1.3589132;2.5649188;789.14667;221.31999;0.61999065;-0.7389226;5330422G01Rik|KILON|Ntra|mKIAA3001;protein-coding
252838;Tox;down;GO:0003677|GO:0005634;ENSMUSG00000041272;252838;-1.5888131;-0.6679494;1.5888131;988.4266;446.46667;0.2719644;-0.39598498;1700007F02Rik|KIAA0808;protein-coding
12319;Car8;down;GO:0004089|GO:0005515|GO:0005737|GO:0006730|GO:0008270|GO:0046872|GO:0048015;ENSMUSG00000041261;12319;-1.6917633;-0.75852776;1.6917633;1716.3467;731.48584;0.3059632;-0.45256457;AW546993|Ca8|Cals|Cals1|Carp|wdl;protein-coding
50500;Ttpa;down;GO:0001890|GO:0001892|GO:0005215|GO:0005622|GO:0005737|GO:0005770|GO:0005829|GO:0006810|GO:0008431|GO:0009268|GO:0009636|GO:0019842|GO:0042360|GO:0090212;ENSMUSG00000073988;50500;-1.5809312;-0.6607745;1.5809312;309.08667;141.54;0.16272037;-0.49805418;alpha-TTP;protein-coding
100019;Mdn1;up;GO:0000166|GO:0003674|GO:0005524|GO:0005575|GO:0005634|GO:0008150;ENSMUSG00000058006;100019;1.626472;0.701746;1.626472;2719.2603;3308.373;-0.10566044;0.59608555;4833432B22Rik|A130070M06|AA958993|D4Abb1e|Gm135;protein-coding
230073;Ddx58;down;GO:0000166|GO:0002230|GO:0003676|GO:0003690|GO:0003723|GO:0004386|GO:0005524|GO:0005737|GO:0005829|GO:0006200|GO:0008026|GO:0008152|GO:0008270|GO:0009597|GO:0009615|GO:0016787|GO:0016817|GO:0032727|GO:0032728|GO:0042993|GO:0045087|GO:0045944|GO:0046872;ENSMUSG00000040296;230073;-1.9741766;-0.9812511;1.9741766;1077.5466;396.77335;0.3927749;-0.5884762;6430573D20Rik|C330021E21|RIG-I;protein-coding
20731;Spink4;down;GO:0004867|GO:0008233|GO:0010466|GO:0010951|GO:0030414;ENSMUSG00000028415;20731;-2.097314;-1.0685428;2.097314;97.95334;34.213333;0.7250239;-0.34351888;MPGC60;protein-coding
