Gene ID;FC ([hypo] vs [co]);Log FC ([hypo] vs [co]);FC (abs) ([hypo] vs [co]);Regulation ([hypo] vs [co]);[co](raw);[hypo](raw);[co](normalized);[hypo](normalized);Gene Symbol;Aliases;Entrez ID;Ensembl ID;GO Accession;Gene Type
20193;-1.9529957;-0.9656887;1.9529957;down;3266.1465;1203.7003;0.3753252;-0.5903635;S100a1;AI266795|S100|S100a;20193;ENSMUSG00000044080;GO:0000122|GO:0005509|GO:0005515|GO:0005634|GO:0005737|GO:0016529|GO:0042802|GO:0042803|GO:0046872|GO:0048154|GO:0048155|GO:0051117;protein-coding
20196;-1.5127258;-0.5971505;1.5127258;down;1857.1602;885.78;0.3840828;-0.2130677;S100a13;;20196;ENSMUSG00000042312;GO:0005507|GO:0005509|GO:0005576|GO:0005615|GO:0005634|GO:0005737|GO:0005829|GO:0006810|GO:0008270|GO:0008284|GO:0008289|GO:0008360|GO:0015031|GO:0042803|GO:0043123|GO:0046872|GO:0048471|GO:0048602|GO:0050663|GO:0050703|GO:0050786;protein-coding
16939;1.7852886;0.8361573;1.7852886;up;53.32667;66.426674;-0.66931516;0.16684215;Lor;AI036317|S77319;16939;ENSMUSG00000043165;GO:0001533|GO:0005198|GO:0005200|GO:0009898|GO:0018149|GO:0030216|GO:0030280|GO:0030674|GO:0031424|GO:0044444;protein-coding
20755;-2.184368;-1.1272159;2.184368;down;14.166667;5.5;0.1612541;-0.96596175;Sprr2a1;MGC117544|Sprr2a;20755;ENSMUSG00000078664;GO:0005200|GO:0005488|GO:0005737|GO:0008360|GO:0032355;protein-coding
100303744;-2.4601395;-1.2987401;2.4601395;down;13.5;4.8333335;0.18197282;-1.1167673;Sprr2a2;MGC19134;100303744;ENSMUSG00000068893;GO:0003674|GO:0005575|GO:0008150;protein-coding
19885;-1.9844997;-0.9887754;1.9844997;down;107.86666;40.039997;0.3972117;-0.5915637;Rorc;Nr1f3|RORgamma|TOR|Thor;19885;ENSMUSG00000028150;GO:0003677|GO:0003700|GO:0003707|GO:0004872|GO:0004879|GO:0005634|GO:0006351|GO:0006355|GO:0006468|GO:0007275|GO:0008270|GO:0030154|GO:0033077|GO:0043401|GO:0043565|GO:0046632|GO:0046872|GO:0048535|GO:0048537;protein-coding
78784;1.5428284;0.6255776;1.5428284;up;33.460003;37.146667;-0.55664635;0.06893126;Celf3;4930415M08Rik|BRUNOL1|CAGH4|ERDA4|Tnrc4;78784;ENSMUSG00000028137;GO:0000166|GO:0000381|GO:0003676|GO:0003723|GO:0005634|GO:0005737|GO:0006397|GO:0007283|GO:0008380|GO:0030317;protein-coding
22156;1.5797956;0.6597379;1.5797956;up;2014.3866;2234.5342;0.06531016;0.72504807;Tuft1;;22156;ENSMUSG00000005968;GO:0005515|GO:0005576|GO:0005737|GO:0031214;protein-coding
13038;-1.6063013;-0.6837425;1.6063013;down;1297.9532;585.4067;0.38031897;-0.30342355;Ctsk;AI323530|MMS10-Q|Ms10q|catK;13038;ENSMUSG00000028111;GO:0004197|GO:0005615|GO:0005737|GO:0005764|GO:0006508|GO:0008233|GO:0008234|GO:0016787|GO:0045453;protein-coding
56338;-1.6561756;-0.7278557;1.6561756;down;21042.379;9030.836;0.33432135;-0.39353433;Txnip;1200008J08Rik|AA682105|Hyplip1|THIF|Tbp-2|VDUP1;56338;ENSMUSG00000038393;GO:0000122|GO:0004857|GO:0005515|GO:0005634|GO:0005737|GO:0005758|GO:0006351|GO:0006355|GO:0006606|GO:0006979|GO:0007049|GO:0030216|GO:0031625|GO:0042127|GO:0043065|GO:0048008;protein-coding
213121;-1.596877;-0.6752532;1.596877;down;28.333334;14.053333;0.1309007;-0.54435253;Ankrd35;4732436F15Rik;213121;ENSMUSG00000038354;GO:0003674|GO:0005575|GO:0008150;protein-coding
14613;-1.5359901;-0.61916894;1.5359901;down;23245.662;10821.944;0.23578294;-0.383386;Gja5;5730555N10Rik|Cnx40|Cx40|Gja-5;14613;ENSMUSG00000057123;GO:0001501|GO:0001568|GO:0005243|GO:0005886|GO:0005921|GO:0005922|GO:0007154|GO:0007267|GO:0016020|GO:0016021|GO:0030054|GO:0030326|GO:0035050|GO:0055085;protein-coding
15493;1.5796211;0.65957856;1.5796211;up;264.8677;236.0157;0.49697146;1.15655;Hsd3b2;;15493;ENSMUSG00000063730;GO:0016491|GO:0055114;protein-coding
15492;1.6883575;0.75562036;1.6883575;up;392.05038;425.54013;0.34607363;1.101694;Hsd3b1;D3Ertd383e;15492;ENSMUSG00000027871;GO:0003824|GO:0003854|GO:0004769|GO:0005488|GO:0005739|GO:0005783|GO:0005789|GO:0006694|GO:0008152|GO:0008202|GO:0016020|GO:0016021|GO:0016491|GO:0016853|GO:0055114;protein-coding
56185;2.1503487;1.1045706;2.1503487;up;34.61333;50.446667;-0.36760664;0.7369639;Hao2;AI325478|Hao-2|Hao3|Haox3;56185;ENSMUSG00000027870;GO:0003824|GO:0003973|GO:0005739|GO:0005777|GO:0006631|GO:0008152|GO:0010181|GO:0016491|GO:0018924|GO:0051260|GO:0055114;protein-coding
21384;-2.6077855;-1.3828251;2.6077855;down;40;12;0.8837754;-0.49904966;Tbx15;Tbx14|Tbx8|de;21384;ENSMUSG00000027868;GO:0003677|GO:0005634|GO:0006351|GO:0006355|GO:0048701|GO:0048704;protein-coding
242122;-1.5456339;-0.6281987;1.5456339;down;25.086668;11.333333;0.7597246;0.13152592;Vtcn1;B7h4|B7s1|B7x|BC032925|MGC41287;242122;ENSMUSG00000051076;GO:0005102|GO:0005575|GO:0005886|GO:0016020|GO:0031225|GO:0050868;protein-coding
12373;-1.5286317;-0.6122408;1.5286317;down;7177.8613;3390.179;0.27358627;-0.33865452;Casq2;AA033488|AW146219|ESTM52|MGC115896;12373;ENSMUSG00000027861;GO:0005509|GO:0006937|GO:0016529;protein-coding
381463;-2.3304038;-1.22058;2.3304038;down;27.6;8.826667;0.80756783;-0.41301212;Nr1h5;Fxrb|MGC141184;381463;ENSMUSG00000048938;GO:0003674|GO:0003677|GO:0004872|GO:0005575|GO:0005634|GO:0006351|GO:0006355|GO:0008150|GO:0046872;protein-coding
19260;-2.8585901;-1.5153037;2.8585901;down;85.666664;23.92;0.4179678;-1.0973359;Ptpn22;70zpep|PEP|Ptpn8;19260;ENSMUSG00000027843;GO:0004721|GO:0004725|GO:0005634|GO:0005737|GO:0006470|GO:0009898|GO:0016311|GO:0016787|GO:0016791|GO:0017124|GO:0019900|GO:0030217|GO:0032817|GO:0035335|GO:0035644|GO:0048471|GO:0050852|GO:0050860|GO:0050868;protein-coding
11542;-1.6565528;-0.7281842;1.6565528;down;21.42;9.166667;0.2805109;-0.44767332;Adora3;1700001D09Rik|4930578J19Rik|A3AR|A3R|AA3R|ARA3|Gpcr2|MGC118217;11542;ENSMUSG00000000562|ENSMUSG00000074344;GO:0001609|GO:0001973|GO:0002553|GO:0002687|GO:0004871|GO:0004872|GO:0004930|GO:0005886|GO:0005887|GO:0007165|GO:0007186|GO:0014061|GO:0014068|GO:0016021|GO:0042734|GO:0043306|GO:0050729|GO:0050850|GO:0070257;protein-coding
433638;-1.6355538;-0.70977926;1.6355538;down;247.09999;111.206665;0.4665769;-0.24320237;I830077J02Rik;;433638;ENSMUSG00000074342;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
12508;-1.5084957;-0.59311056;1.5084957;down;251.62666;121;0.28605556;-0.307055;Cd53;AI323659|Ox-44|Tspan25;12508;ENSMUSG00000040747;GO:0009986|GO:0016020|GO:0016021;protein-coding
229706;-1.5477971;-0.6302163;1.5477971;down;1873.0065;886.13544;0.23578675;-0.39442953;Slc6a17;AW490886|D130012J15Rik|Ntt4;229706;ENSMUSG00000027894;GO:0003674|GO:0005328|GO:0005575|GO:0005887|GO:0006810|GO:0006836|GO:0008150|GO:0015293|GO:0016020|GO:0016021|GO:0030054|GO:0031410|GO:0045202|GO:0055085|GO:0071436;protein-coding
11694;2.1895046;1.1306045;2.1895046;up;55.933334;80.81333;-1.69E-04;1.1304353;Alx3;;11694;ENSMUSG00000014603;GO:0003677|GO:0003700|GO:0005634|GO:0006351|GO:0006355|GO:0007275|GO:0007389|GO:0035115|GO:0035116|GO:0042981|GO:0043565|GO:0048704;protein-coding
14864;-1.6417392;-0.71522504;1.6417392;down;81.36331;36.61111;0.35413137;-0.36109367;Gstm3;AI042769|Fsc2|mGSTM5;14864;ENSMUSG00000004038;GO:0004364|GO:0005737|GO:0006749|GO:0008152|GO:0016740|GO:0042802;protein-coding
14686;1.6626527;0.73348683;1.6626527;up;74.799995;88.466675;-0.22367685;0.50981;Gnat2;AW490837|Gnat-2|Gt-2|Tcalpha;14686;ENSMUSG00000009108;GO:0000166|GO:0001580|GO:0001664|GO:0001750|GO:0001917|GO:0003924|GO:0004871|GO:0005525|GO:0005624|GO:0005834|GO:0005886|GO:0007165|GO:0007186|GO:0007188|GO:0007199|GO:0007204|GO:0007601|GO:0007602|GO:0009586|GO:0009642|GO:0019001|GO:0031234|GO:0031683|GO:0046549|GO:0050896|GO:0050908;protein-coding
11722;-3.0101068;-1.5898147;3.0101068;down;43.666668;13;0.60269564;-0.987119;Amy1;Amy-1|Amy1a|C030014B17Rik;11722;ENSMUSG00000074264;GO:0003824|GO:0004556|GO:0005576|GO:0005615|GO:0005975|GO:0008152|GO:0016160|GO:0016787|GO:0016798|GO:0043169|GO:0046872;protein-coding
114301;-1.5967479;-0.67513657;1.5967479;down;1831.0073;825.09326;0.24695747;-0.42817912;Palmd;4631423C22Rik|PALML;114301;ENSMUSG00000033377;GO:0005737|GO:0008360|GO:0016020;protein-coding
99586;-1.534739;-0.61799335;1.534739;down;156.08667;73.653336;0.13486528;-0.48312807;Dpyd;AI315208|DPD|E330028L06Rik|MGC37940;99586;ENSMUSG00000033308;GO:0002058|GO:0003824|GO:0004152|GO:0004158|GO:0005625|GO:0005737|GO:0005829|GO:0006145|GO:0006207|GO:0006208|GO:0006210|GO:0006212|GO:0006214|GO:0006222|GO:0007584|GO:0007623|GO:0008152|GO:0009055|GO:0016491|GO:0017113|GO:0019860|GO:0042493|GO:0042803|GO:0046872|GO:0050661|GO:0051536|GO:0051539|GO:0055114;protein-coding
99887;1.7999982;0.8479954;1.7999982;up;5027.629;6291.025;-0.3493042;0.49869123;Tmem56;4930577M16Rik|AU018104|AW109744|C730036B01Rik;99887;ENSMUSG00000028132;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
14630;1.8585565;0.89418256;1.8585565;up;6674.636;8563.4;-0.05001418;0.84416837;Gclm;AI649393|Glclr;14630;ENSMUSG00000028124;GO:0004357|GO:0005625|GO:0006534|GO:0006536|GO:0006749|GO:0006750|GO:0006979|GO:0017109|GO:0035226|GO:0035229|GO:0042493|GO:0043066|GO:0043524|GO:0046982|GO:0050880|GO:0051409|GO:0051900;protein-coding
59006;-1.7987422;-0.8469884;1.7987422;down;7770.512;3089.5322;0.2828312;-0.5641572;Myoz2;1110012I24Rik|Fatz-2|Myozl2;59006;ENSMUSG00000028116;GO:0005737|GO:0015629|GO:0030018;protein-coding
83398;-1.5160086;-0.60027796;1.5160086;down;59.24;31.953333;0.07981523;-0.52046275;Ndst3;4921531K01Rik|4930511P15Rik|MGC90637;83398;ENSMUSG00000027977;GO:0003824|GO:0005794|GO:0008146|GO:0008152|GO:0015016|GO:0016020|GO:0016021|GO:0016740|GO:0016787;protein-coding
64580;-1.9089582;-0.9327855;1.9089582;down;204.48665;76.833336;0.45427164;-0.47851387;Ndst4;4930439H17Rik;64580;ENSMUSG00000027971;;protein-coding
22239;-1.6600734;-0.73124707;1.6600734;down;62.333332;28.76;0.33883572;-0.39241138;Ugt8a;AI850488|AW455908|Cgt|Ugt8|mCerGT;22239;ENSMUSG00000032854;GO:0003851|GO:0008120|GO:0008152|GO:0008489|GO:0009247|GO:0016020|GO:0016021|GO:0016740|GO:0016757|GO:0016758|GO:0042552;protein-coding
271970;-1.5767212;-0.6569276;1.5767212;down;110;50.333332;0.4658974;-0.19103019;Arsj;9330196J05Rik|D830047F08;271970;ENSMUSG00000046561;GO:0003674|GO:0003824|GO:0005575|GO:0005576|GO:0008150|GO:0008152|GO:0008484|GO:0016787|GO:0046872;protein-coding
70617;1.8659307;0.89989537;1.8659307;up;1223.3799;1619.3867;-0.12286472;0.77703065;5730508B09Rik;2700063A17Rik|C80506|MGC151168|MGC151170;70617;ENSMUSG00000050549;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
69772;-1.5418007;-0.6246163;1.5418007;down;119.54666;56.333332;0.2176873;-0.40692902;Bdh2;1810026B04Rik|Dhrs6;69772;ENSMUSG00000028167;GO:0003858|GO:0005488|GO:0005737|GO:0006635|GO:0008152|GO:0016491|GO:0016628|GO:0019290|GO:0051287|GO:0055072|GO:0055114;protein-coding
67547;2.0157795;1.0113379;2.0157795;up;13524.77;18772.21;-0.085904755;0.92543316;Slc39a8;4933419D20Rik|AA986696|BIGM103|Zip8;67547;ENSMUSG00000053897;GO:0006810|GO:0006811|GO:0006829|GO:0016020|GO:0016021|GO:0030001|GO:0031090|GO:0034220|GO:0046873|GO:0055085;protein-coding
242248;-3.416501;-1.7725196;3.416501;down;36;9;0.42000756;-1.352512;Bank1;A530094C12Rik|AI451642|AVIEF|BANK;242248;ENSMUSG00000037922;GO:0005102|GO:0006874|GO:0019901|GO:0042113;protein-coding
11522;-2.4337428;-1.2831767;2.4337428;down;56.326664;17.14;0.6172903;-0.66588634;Adh1;ADH-AA|AI194826|Adh-1|Adh-1-t|Adh-1e|Adh-1t|Adh-3e|Adh1-e|Adh1-t|Adh1tl|Adh3-e;11522;ENSMUSG00000074207;GO:0001523|GO:0004022|GO:0004745|GO:0005488|GO:0005622|GO:0005625|GO:0005737|GO:0005739|GO:0005829|GO:0006068|GO:0006069|GO:0008144|GO:0008270|GO:0016491|GO:0032526|GO:0033574|GO:0035276|GO:0042572|GO:0042573|GO:0042803|GO:0046186|GO:0046872|GO:0048149|GO:0048545|GO:0051287|GO:0055114;protein-coding
12167;-2.8624275;-1.5172391;2.8624275;down;444.50668;110.98;0.60255116;-0.91468793;Bmpr1b;AI385617|ALK-6|AV355320|Acvrlk6|Alk6|BMPR-1B|BMPR-IB|CFK-43a|SKR6;12167;ENSMUSG00000052430;GO:0000166|GO:0001501|GO:0001502|GO:0001550|GO:0001654|GO:0004672|GO:0004674|GO:0004675|GO:0004872|GO:0005024|GO:0005025|GO:0005524|GO:0005886|GO:0006468|GO:0006703|GO:0007165|GO:0007179|GO:0009953|GO:0016020|GO:0016021|GO:0016301|GO:0016310|GO:0016740|GO:0016772|GO:0030154|GO:0030425|GO:0030501|GO:0030509|GO:0031290|GO:0035108|GO:0042698|GO:0043010|GO:0043025|GO:0045597|GO:0045669|GO:0046332|GO:0046872|GO:0051216|GO:0060041;protein-coding
229898;-2.508517;-1.3268348;2.508517;down;20.84;7.3333335;0.22556202;-1.1012728;Gbp5;5330409J06Rik|Gbp5a;229898;ENSMUSG00000040264;GO:0006184|GO:0031410|GO:0071346;protein-coding
229900;-2.6155798;-1.3871309;2.6155798;down;310.88666;88.04;0.6677154;-0.7194155;Gbp6;9830147J24Rik|Gbp7;229900;ENSMUSG00000040253;GO:0020005|GO:0031410|GO:0042832|GO:0050830|GO:0051856|GO:0071346;protein-coding
55932;-3.1991196;-1.6776749;3.1991196;down;147.58;32;0.8985899;-0.779085;Gbp3;AW228655|Gbp4;55932;ENSMUSG00000028268;GO:0000166|GO:0003924|GO:0005525|GO:0005737|GO:0005829|GO:0020005|GO:0031410|GO:0035458|GO:0042832|GO:0050830|GO:0051856|GO:0071346;protein-coding
14469;-1.508784;-0.5933863;1.508784;down;129.12;61.693333;0.22005701;-0.3733293;Gbp2;;14469;ENSMUSG00000028270;GO:0000166|GO:0003924|GO:0005525|GO:0005886|GO:0016020|GO:0020005|GO:0031410|GO:0035458|GO:0042832|GO:0050830|GO:0051856|GO:0071222|GO:0071346;protein-coding
12722;-1.540587;-0.62348014;1.540587;down;4128.5103;1912.5912;0.19225533;-0.43122482;Clca1;Cacc;12722;ENSMUSG00000056025;GO:0005229|GO:0005887|GO:0006821;protein-coding
80797;-1.6017154;-0.6796179;1.6017154;down;343.027;153.72429;0.26561627;-0.4140016;Clca2;;80797;ENSMUSG00000028262;GO:0005229|GO:0005887|GO:0006821|GO:0006915;protein-coding
69219;1.7948669;0.84387684;1.7948669;up;6729.7866;8836.421;-0.4383993;0.40547752;Ddah1;2410006N07Rik|2510015N06Rik|AI987801|AW050362;69219;ENSMUSG00000028194;GO:0000052|GO:0005737|GO:0005739|GO:0006525|GO:0006809|GO:0008152|GO:0008270|GO:0016403|GO:0016597|GO:0016787|GO:0016813|GO:0017014|GO:0045429|GO:0045766|GO:0046872;protein-coding
68279;-2.063344;-1.0449843;2.063344;down;38.24;13.38;0.7410682;-0.30391622;Mcoln2;3300002C04Rik|AI549968|C86638|TRPML2;68279;ENSMUSG00000011008;GO:0005216|GO:0006810|GO:0006811|GO:0016020|GO:0016021|GO:0034220;protein-coding
65086;-1.6196508;-0.6956829;1.6196508;down;6115.72;2734.5066;0.26631102;-0.42937183;Lpar3;Edg7|lpA3;65086;ENSMUSG00000036832;GO:0000187|GO:0001619|GO:0001965|GO:0004871|GO:0004872|GO:0004930|GO:0005543|GO:0005886|GO:0007165|GO:0007186|GO:0016020|GO:0016021|GO:0032060|GO:0043231|GO:0043410|GO:0051482|GO:0051928;protein-coding
99167;1.8525755;0.8895324;1.8525755;up;6832.5063;9108.573;-0.16597112;0.7235613;Ssx2ip;AU014939|AU042321|Adip;99167;ENSMUSG00000036825;GO:0005515|GO:0005913|GO:0007155|GO:0008150|GO:0019904|GO:0030054|GO:0043234;protein-coding
170757;-1.6290153;-0.7040002;1.6290153;down;1243.84;545.8133;0.21638234;-0.48761782;Eltd1;1110033N21Rik|ETL1|Etl;170757;ENSMUSG00000039167;GO:0005886|GO:0016020|GO:0016021|GO:0046983;protein-coding
99899;-6.0489616;-2.5966876;6.0489616;down;70.85047;7.6666665;1.7708035;-0.82588404;Ifi44;A430056A10Rik|AW261460|MTAP44|p44;99899;ENSMUSG00000028037;GO:0003674|GO:0005737|GO:0008150;protein-coding
19220;1.5472271;0.62968504;1.5472271;up;222.40668;249.59363;-0.20760345;0.42208162;Ptgfr;AI957154|PGF|fp;19220;ENSMUSG00000028036;GO:0004871|GO:0004872|GO:0004930|GO:0004955|GO:0004958|GO:0005886|GO:0007165|GO:0007186|GO:0016020|GO:0016021;protein-coding
66772;2.2759538;1.1864712;2.2759538;up;179.83919;269;-0.15813144;1.0283397;Asb17;4933436O18Rik;66772;ENSMUSG00000038997;GO:0003674|GO:0005575|GO:0008150|GO:0035556;protein-coding
320840;-2.5649188;-1.3589132;2.5649188;down;789.14667;221.31999;0.61999065;-0.7389226;Negr1;5330422G01Rik|KILON|Ntra|mKIAA3001;320840;ENSMUSG00000040037;GO:0003674|GO:0005886|GO:0007155|GO:0008150|GO:0016020|GO:0030425|GO:0031225|GO:0043025;protein-coding
252838;-1.5888131;-0.6679494;1.5888131;down;988.4266;446.46667;0.2719644;-0.39598498;Tox;1700007F02Rik|KIAA0808;252838;ENSMUSG00000041272;GO:0003677|GO:0005634;protein-coding
12319;-1.6917633;-0.75852776;1.6917633;down;1716.3467;731.48584;0.3059632;-0.45256457;Car8;AW546993|Ca8|Cals|Cals1|Carp|wdl;12319;ENSMUSG00000041261;GO:0004089|GO:0005515|GO:0005737|GO:0006730|GO:0008270|GO:0046872|GO:0048015;protein-coding
50500;-1.5809312;-0.6607745;1.5809312;down;309.08667;141.54;0.16272037;-0.49805418;Ttpa;alpha-TTP;50500;ENSMUSG00000073988;GO:0001890|GO:0001892|GO:0005215|GO:0005622|GO:0005737|GO:0005770|GO:0005829|GO:0006810|GO:0008431|GO:0009268|GO:0009636|GO:0019842|GO:0042360|GO:0090212;protein-coding
100019;1.626472;0.701746;1.626472;up;2719.2603;3308.373;-0.10566044;0.59608555;Mdn1;4833432B22Rik|A130070M06|AA958993|D4Abb1e|Gm135;100019;ENSMUSG00000058006;GO:0000166|GO:0003674|GO:0005524|GO:0005575|GO:0005634|GO:0008150;protein-coding
230073;-1.9741766;-0.9812511;1.9741766;down;1077.5466;396.77335;0.3927749;-0.5884762;Ddx58;6430573D20Rik|C330021E21|RIG-I;230073;ENSMUSG00000040296;GO:0000166|GO:0002230|GO:0003676|GO:0003690|GO:0003723|GO:0004386|GO:0005524|GO:0005737|GO:0005829|GO:0006200|GO:0008026|GO:0008152|GO:0008270|GO:0009597|GO:0009615|GO:0016787|GO:0016817|GO:0032727|GO:0032728|GO:0042993|GO:0045087|GO:0045944|GO:0046872;protein-coding
20731;-2.097314;-1.0685428;2.097314;down;97.95334;34.213333;0.7250239;-0.34351888;Spink4;MPGC60;20731;ENSMUSG00000028415;GO:0004867|GO:0008233|GO:0010466|GO:0010951|GO:0030414;protein-coding
11828;3.054335;1.6108583;3.054335;up;1190.5267;2366.1868;-0.3300546;1.2808037;Aqp3;AQP-2;11828;ENSMUSG00000028435;GO:0002684|GO:0005215|GO:0005737|GO:0005886|GO:0005887|GO:0005911|GO:0006810|GO:0006833|GO:0015250|GO:0015254|GO:0015793|GO:0015840|GO:0016020|GO:0016021|GO:0016323|GO:0032526|GO:0055085|GO:0070295;protein-coding
277773;2.1780741;1.1230531;2.1780741;up;46.066666;67.36;-0.4348558;0.6881973;BC049635;4931430D02|MGC58387;277773;ENSMUSG00000050141;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
100039781;-1.5852522;-0.66471237;1.5852522;down;47.333332;23.666666;0.22962935;-0.435083;Hrct1;3830408D24Rik;100039781;ENSMUSG00000071001;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
666060;1.6007724;0.67876816;1.6007724;up;1442.2799;1686.1201;-0.3228887;0.35587946;Frmpd1;BC031840|mKIAA0967;666060;ENSMUSG00000035615;GO:0005575|GO:0005737|GO:0005856|GO:0005886|GO:0007165|GO:0008150|GO:0016020;protein-coding
72535;-1.5441562;-0.62681866;1.5441562;down;12751.633;5876.4;0.23133151;-0.39548716;Aldh1b1;2700007F14Rik|MGC101971;72535;ENSMUSG00000035561;GO:0003674|GO:0004029|GO:0005634|GO:0005739|GO:0008150|GO:0008152|GO:0016491|GO:0043231|GO:0055114;protein-coding
75426;-9.428577;-3.23704;9.428577;down;6028.3813;464.58;1.5371748;-1.6998653;Igfbpl1;2810011G06Rik|2810453O06Rik|IGFBPL;75426;ENSMUSG00000035551;GO:0001558|GO:0003674|GO:0005520|GO:0005575|GO:0005576|GO:0008150;protein-coding
381522;-3.1032825;-1.633795;3.1032825;down;22.406668;6.3333335;0.326358;-1.3074371;E230008N13Rik;Gm1025;381522;ENSMUSG00000035539;GO:0003674|GO:0005575|GO:0008150;protein-coding
93966;3.5894973;1.8437818;3.5894973;up;14815.515;34339.184;-0.6372318;1.20655;Hemgn;4921524M03Rik|AI317176|EDAG|Hgn|mNDR;93966;ENSMUSG00000028332;GO:0003674|GO:0005634|GO:0005654|GO:0007275|GO:0030154|GO:0045667;protein-coding
242425;1.8816593;0.9120054;1.8816593;up;270.20535;315.36;0.050792377;0.9627978;Gabbr2;GABABR2|Gb2|Gm425|Gpr51;242425;ENSMUSG00000039809;GO:0004871|GO:0004872|GO:0004930|GO:0004965|GO:0005515|GO:0005737|GO:0005886|GO:0007165|GO:0007186|GO:0007214|GO:0016020|GO:0016021|GO:0030054|GO:0043005|GO:0045202|GO:0045211;protein-coding
68016;-2.0550184;-1.0391513;2.0550184;down;208.65999;73.58;0.39398924;-0.6451621;Murc;2310039E09Rik|MGC107637;68016;ENSMUSG00000028348;GO:0005100|GO:0005737|GO:0006351|GO:0006355|GO:0007266|GO:0007275|GO:0007517|GO:0030018|GO:0030154|GO:0032321|GO:0045944|GO:0055003;protein-coding
272031;-1.6014851;-0.67941046;1.6014851;down;323.28;146.44;0.40078163;-0.27862883;E130309F12Rik;KIAA4247|Lppr1|PRG-3|mKIAA4247;272031;ENSMUSG00000063446;GO:0003674|GO:0003824|GO:0005575|GO:0007399|GO:0008152|GO:0016020|GO:0016021;protein-coding
21350;-1.9591767;-0.9702475;1.9591767;down;18.333334;8;0.5002835;-0.46996403;Tal2;MGC130117|bHLHa19;21350;ENSMUSG00000028417;GO:0003677|GO:0005634|GO:0006351|GO:0006355|GO:0007610|GO:0009791|GO:0021794|GO:0030901|GO:0035264;protein-coding
230235;-2.4739366;-1.3068085;2.4739366;down;53.666668;17;0.5988782;-0.7079303;6430704M03Rik;;230235;ENSMUSG00000045589;GO:0003674|GO:0005575|GO:0008150;protein-coding
545622;-1.5097054;-0.5942671;1.5097054;down;541.37335;259.28665;0.098340355;-0.4959267;Ptpn3;9530011I20Rik|PTP-H1|PTPCL;545622;ENSMUSG00000038764;GO:0001784|GO:0004721|GO:0004725|GO:0004872|GO:0005488|GO:0005737|GO:0005856|GO:0005886|GO:0006470|GO:0007165|GO:0008092|GO:0009898|GO:0016020|GO:0016311|GO:0016787|GO:0016791|GO:0035335|GO:0045930|GO:0051045|GO:0051117;protein-coding
67103;1.6053;0.6828429;1.6053;up;1335.6469;1557.5414;-0.39930376;0.28353915;Ptgr1;2510002C21Rik|Ltb4dh;67103;ENSMUSG00000028378;GO:0003674|GO:0005488|GO:0005575|GO:0005737|GO:0008150|GO:0008270|GO:0016491|GO:0032440|GO:0047522|GO:0055114;protein-coding
17025;2.1458273;1.1015339;2.1458273;up;8099.8726;12245.844;-0.21061833;0.8909156;Alad;Lv;17025;ENSMUSG00000028393;GO:0003824|GO:0004655|GO:0005615|GO:0005829|GO:0006779|GO:0006783|GO:0007584|GO:0008152|GO:0008270|GO:0010033|GO:0010038|GO:0010043|GO:0016829|GO:0032791|GO:0033014|GO:0042221|GO:0042493|GO:0042802|GO:0045471|GO:0046685|GO:0046686|GO:0046872|GO:0051260;protein-coding
11699;-2.4413822;-1.2876981;2.4413822;down;139.10666;28.159998;1.3239932;0.036295097;Ambp;AI194774|ASPI|HI-30|Intin4|Itil|UTI;11699;ENSMUSG00000028356;GO:0004867|GO:0005215|GO:0005488|GO:0005576|GO:0005792|GO:0005886|GO:0006810|GO:0010466|GO:0010951|GO:0018298|GO:0019862|GO:0020037|GO:0030414|GO:0042803|GO:0051604;protein-coding
